//X,Y,Z,R,G,B,NumberOfReturns,ReturnNumber,GpsTime,Intensity,Classification
4817
-7.13450000,-8.12424999,-0.94049995,42,39,24,1.000000,1.000000,203.809919,43384.000000,1.000000
-7.14000002,-8.12600001,-0.94100004,47,45,30,1.000000,1.000000,203.830473,42248.000000,1.000000
-7.15250000,-8.11349999,-0.94600003,44,43,25,1.000000,1.000000,203.789373,45240.000000,1.000000
-6.95575002,-8.03850000,-0.96024995,116,126,71,2.000000,2.000000,263.486246,38337.000000,1.000000
-6.85625002,-8.16475000,-1.66325002,163,170,78,1.000000,1.000000,273.002420,43624.000000,1.000000
-6.83049998,-8.17525001,-1.76649999,139,142,92,1.000000,1.000000,272.961344,53170.000000,1.000000
-6.85524997,-8.16100000,-1.59624999,137,158,74,1.000000,1.000000,273.002405,50767.000000,1.000000
-6.87600002,-8.14450001,-1.47200000,105,111,54,1.000000,1.000000,273.043482,41855.000000,1.000000
-6.88525000,-8.12550001,-1.42724996,187,181,103,1.000000,1.000000,144.717285,46224.000000,1.000000
-6.88675001,-8.10575001,-1.28125005,112,116,56,1.000000,1.000000,144.737802,47425.000000,1.000000
-6.91300002,-8.06824999,-1.20300000,86,89,44,1.000000,1.000000,144.799435,43580.000000,1.000000
-6.90349999,-8.07750001,-1.19024997,104,103,56,1.000000,1.000000,144.778881,47709.000000,1.000000
-6.90825001,-8.06249999,-1.18800002,107,106,61,1.000000,1.000000,144.799431,45699.000000,1.000000
-6.91250000,-8.06775000,-1.14475005,117,111,58,1.000000,1.000000,144.799421,46420.000000,1.000000
-6.92450002,-8.05575000,-1.06024998,147,143,83,1.000000,1.000000,144.819950,46202.000000,1.000000
-7.07000002,-8.07225000,-1.21550005,193,179,144,1.000000,1.000000,139.573603,46551.000000,1.000000
-7.08949998,-7.92124998,-1.20300000,104,94,50,1.000000,1.000000,139.881853,50156.000000,1.000000
-7.10725001,-7.90724998,-1.20874994,63,59,25,1.000000,1.000000,139.943506,49872.000000,1.000000
-7.09274998,-7.91474997,-1.20275002,137,131,95,1.000000,1.000000,139.902403,49304.000000,1.000000
-7.08000001,-7.93375002,-1.19800001,190,175,125,1.000000,1.000000,139.840750,48190.000000,1.000000
-7.06925002,-7.93199997,-1.19775002,163,150,94,1.000000,1.000000,139.820200,48758.000000,1.000000
-7.10050002,-8.11474999,-0.94275003,200,185,96,1.000000,1.000000,139.552931,47753.000000,1.000000
-7.03725001,-8.09475001,-1.20125001,209,194,151,1.000000,1.000000,139.470846,43646.000000,1.000000
-6.95275000,-8.09124999,-1.19275003,67,62,23,1.000000,1.000000,139.306442,48954.000000,1.000000
-6.93700001,-8.08700000,-1.19750004,87,89,49,1.000000,1.000000,139.285896,46486.000000,1.000000
-6.93100003,-8.06574999,-1.15049999,78,76,30,2.000000,1.000000,139.306425,42226.000000,1.000000
-6.93300000,-8.05700000,-1.16275006,112,107,49,1.000000,1.000000,139.326982,49893.000000,1.000000
-6.91050002,-8.07899999,-1.21225005,77,82,46,1.000000,1.000000,139.244802,45677.000000,1.000000
-6.92050001,-8.07950001,-1.19650000,66,72,34,1.000000,1.000000,139.265346,44476.000000,1.000000
-6.90400002,-8.07125001,-1.19600003,63,72,38,1.000000,1.000000,139.244797,47010.000000,1.000000
-6.91274998,-8.07050001,-1.18000000,56,57,22,2.000000,1.000000,139.265339,43449.000000,1.000000
-6.91075000,-8.06800001,-1.17199998,66,65,31,1.000000,1.000000,139.265335,45656.000000,1.000000
-6.92824999,-8.06249999,-1.15800004,105,102,54,1.000000,1.000000,139.306429,48386.000000,1.000000
-6.91849998,-8.06499999,-1.14850002,65,64,26,1.000000,1.000000,139.285875,47949.000000,1.000000
-6.91575000,-8.06174999,-1.14050000,59,59,24,1.000000,1.000000,139.285871,47228.000000,1.000000
-7.05099997,-7.94649999,-1.18925004,140,121,62,2.000000,1.000000,139.758547,43515.000000,1.000000
-6.92999998,-8.05250000,-1.05475002,129,130,93,1.000000,1.000000,139.326935,43864.000000,1.000000
-6.91424999,-8.05975001,-1.12474995,83,83,55,2.000000,1.000000,139.285866,43034.000000,1.000000
-6.92475000,-8.05700000,-1.05750006,123,123,86,1.000000,1.000000,139.306385,51248.000000,1.000000
-6.96075001,-8.02625000,-0.92500000,189,166,60,2.000000,1.000000,139.429626,45743.000000,1.000000
-6.90075001,-8.10050001,-1.35349994,104,87,35,1.000000,1.000000,229.700968,56294.000000,1.000000
-6.89799997,-8.09850000,-1.35525005,97,74,33,1.000000,1.000000,229.700968,57605.000000,1.000000
-6.89825001,-8.08200001,-1.29049998,112,107,23,1.000000,1.000000,229.598139,46376.000000,1.000000
-6.89524999,-8.08650001,-1.28924995,83,82,17,1.000000,1.000000,229.639246,47665.000000,1.000000
-6.89575002,-8.08349999,-1.28625005,80,80,9,1.000000,1.000000,229.618692,47556.000000,1.000000
-6.89750001,-8.08099999,-1.27325004,136,127,18,1.000000,1.000000,229.598123,47687.000000,1.000000
-6.89025000,-8.08900001,-1.28525000,136,133,45,1.000000,1.000000,229.680338,48146.000000,1.000000
-6.89449999,-8.08850001,-1.28724998,123,117,30,1.000000,1.000000,229.659784,48299.000000,1.000000
-6.89350000,-8.08525001,-1.28549998,112,107,21,1.000000,1.000000,229.639246,48321.000000,1.000000
-6.89199999,-8.08674999,-1.28325003,141,124,33,1.000000,1.000000,229.659784,48779.000000,1.000000
-6.89000002,-8.08850001,-1.27375000,156,136,37,1.000000,1.000000,229.680323,47381.000000,1.000000
-6.89150003,-8.08650001,-1.27449995,157,150,45,1.000000,1.000000,229.659769,48583.000000,1.000000
-6.89199999,-8.08424999,-1.27650004,140,133,29,1.000000,1.000000,229.639231,48845.000000,1.000000
-6.89250001,-8.08450001,-1.27399998,115,113,9,1.000000,1.000000,229.639231,48605.000000,1.000000
-6.89650002,-8.08375000,-1.27224999,107,105,10,1.000000,1.000000,229.618677,46464.000000,1.000000
-6.89025000,-8.09475001,-1.27249997,164,157,75,1.000000,1.000000,229.721430,46901.000000,1.000000
-6.89075002,-8.09499999,-1.27000003,140,129,66,1.000000,1.000000,229.721415,47949.000000,1.000000
-6.89449999,-8.09174999,-1.27000003,151,115,34,1.000000,1.000000,229.680323,48910.000000,1.000000
-6.89049998,-8.09225001,-1.27175003,143,131,45,1.000000,1.000000,229.700876,47097.000000,1.000000
-6.89075002,-8.08900001,-1.27124994,167,133,40,1.000000,1.000000,229.680323,49107.000000,1.000000
-6.89049998,-8.09225001,-1.26899999,132,115,45,1.000000,1.000000,229.700876,48648.000000,1.000000
-6.89299998,-8.08750000,-1.27249997,162,146,45,1.000000,1.000000,229.659769,48736.000000,1.000000
-6.89325002,-8.08500000,-1.27150004,135,124,31,1.000000,1.000000,229.639215,48670.000000,1.000000
-6.90250000,-8.09075000,-1.21024995,173,161,141,1.000000,1.000000,229.639139,43296.000000,1.000000
-6.90274999,-8.08375000,-1.19600003,196,164,151,1.000000,1.000000,229.598032,45306.000000,1.000000
-6.90300003,-8.08125000,-1.19524997,205,191,150,1.000000,1.000000,229.577478,46158.000000,1.000000
-6.89925000,-8.07649999,-1.29199999,169,162,66,2.000000,1.000000,229.557047,21473.000000,1.000000
-7.07299999,-8.06425001,-1.21950000,108,99,27,1.000000,1.000000,228.714350,46092.000000,1.000000
-7.07549998,-8.06249999,-1.22024994,141,134,52,2.000000,1.000000,228.693796,44323.000000,1.000000
-7.07149997,-8.05625000,-1.21900003,105,93,20,2.000000,1.000000,228.673243,43100.000000,1.000000
-7.06950000,-8.06475001,-1.21600001,101,86,21,1.000000,1.000000,228.734888,48146.000000,1.000000
-7.03500000,-8.07425000,-1.20950001,90,78,33,1.000000,1.000000,228.940393,47097.000000,1.000000
-7.03650001,-8.07849999,-1.20474999,73,53,28,1.000000,1.000000,228.960947,46224.000000,1.000000
-7.03400001,-8.07675000,-1.20674997,75,49,22,1.000000,1.000000,228.960947,47906.000000,1.000000
-7.03625003,-8.07475000,-1.20425003,86,65,22,1.000000,1.000000,228.940393,46005.000000,1.000000
-7.04475001,-7.98325001,-1.17724996,79,62,23,1.000000,1.000000,228.303324,45088.000000,1.000000
-7.04849997,-7.95875000,-1.18825000,124,120,41,1.000000,1.000000,228.118387,49216.000000,1.000000
-7.04599998,-7.96624999,-1.18349998,135,130,62,1.000000,1.000000,228.180033,46442.000000,1.000000
-7.04824999,-7.96525001,-1.18349998,133,122,49,1.000000,1.000000,228.159479,45830.000000,1.000000
-7.03999999,-7.97799998,-1.17724996,92,64,25,1.000000,1.000000,228.282770,45219.000000,1.000000
-6.95750001,-8.07274999,-1.20075005,138,133,44,1.000000,1.000000,229.269220,45393.000000,1.000000
-6.95549998,-8.07149999,-1.19699996,141,132,29,1.000000,1.000000,229.269220,47250.000000,1.000000
-6.95575002,-8.07149999,-1.19425004,176,156,55,1.000000,1.000000,229.269205,48495.000000,1.000000
-6.95124999,-8.07074999,-1.19925004,129,118,4,1.000000,1.000000,229.289774,45918.000000,1.000000
-6.95000002,-8.07024999,-1.19600003,155,131,21,1.000000,1.000000,229.289759,46944.000000,1.000000
-6.96800003,-8.02549999,-1.16399997,118,102,48,1.000000,1.000000,228.919825,48233.000000,1.000000
-6.96825001,-8.02325000,-1.16374999,113,100,39,1.000000,1.000000,228.899271,48910.000000,1.000000
-6.91599998,-8.06574999,-1.21824997,183,170,64,1.000000,1.000000,229.413095,44148.000000,1.000000
-6.92300001,-8.06425001,-1.21550005,111,117,19,2.000000,1.000000,229.372004,42816.000000,1.000000
-6.91700003,-8.06325000,-1.21425002,187,192,91,1.000000,1.000000,229.392542,46464.000000,1.000000
-6.91274998,-8.06350001,-1.21400004,178,175,84,1.000000,1.000000,229.413095,46267.000000,1.000000
-6.91250000,-8.06325000,-1.21125000,190,194,114,1.000000,1.000000,229.413095,45852.000000,1.000000
-6.91825000,-8.06075000,-1.21075004,101,109,19,2.000000,1.000000,229.371988,44825.000000,1.000000
-6.91900000,-8.05825000,-1.21100002,156,153,65,2.000000,1.000000,229.351450,41898.000000,1.000000
-6.93749997,-8.06525000,-1.19950002,155,149,57,1.000000,1.000000,229.310327,43274.000000,1.000000
-6.92999998,-8.05999999,-1.19925004,145,148,56,2.000000,1.000000,229.310327,38163.000000,1.000000
-6.92475000,-8.05950000,-1.20625000,167,152,57,1.000000,1.000000,229.330881,42990.000000,1.000000
-6.91800001,-8.05750000,-1.20775002,123,122,22,1.000000,1.000000,229.351435,43012.000000,1.000000
-6.91300002,-8.06049999,-1.20149999,162,163,77,1.000000,1.000000,229.392527,46027.000000,1.000000
-6.92050001,-8.05674999,-1.20750003,160,147,52,1.000000,1.000000,229.330896,43602.000000,1.000000
-6.91599998,-8.05625000,-1.20425003,117,112,16,1.000000,1.000000,229.351435,43908.000000,1.000000
-6.91325000,-8.05725001,-1.19750004,119,123,26,1.000000,1.000000,229.371973,45940.000000,1.000000
-6.91700003,-8.05400001,-1.19750004,150,147,48,1.000000,1.000000,229.330881,42750.000000,1.000000
-6.91375002,-8.05450000,-1.20024996,152,143,49,2.000000,1.000000,229.351435,42073.000000,1.000000
-6.91424999,-8.05474999,-1.19775002,154,148,53,2.000000,1.000000,229.351435,43274.000000,1.000000
-6.91749999,-8.05450000,-1.19475000,139,144,44,2.000000,1.000000,229.330881,45262.000000,1.000000
-6.91400001,-8.05474999,-1.19475000,140,141,46,1.000000,1.000000,229.351419,45350.000000,1.000000
-6.90475002,-8.07925000,-1.20950001,208,185,136,1.000000,1.000000,229.556940,47840.000000,1.000000
-6.91125003,-8.06550001,-1.21625000,194,183,87,1.000000,1.000000,229.433649,45131.000000,1.000000
-6.91174999,-8.06574999,-1.21375006,159,156,69,1.000000,1.000000,229.433649,45350.000000,1.000000
-6.90650001,-8.06574999,-1.21524995,175,173,79,1.000000,1.000000,229.454203,46617.000000,1.000000
-6.90725002,-8.06600001,-1.20149999,102,105,39,1.000000,1.000000,229.454187,48779.000000,1.000000
-6.90425000,-8.07550000,-1.19849997,112,111,29,1.000000,1.000000,229.536386,46508.000000,1.000000
-6.90225002,-8.07724999,-1.19425004,210,191,116,1.000000,1.000000,229.556925,48452.000000,1.000000
-6.90274999,-8.07450001,-1.19524997,115,101,31,1.000000,1.000000,229.536371,47906.000000,1.000000
-6.90449998,-8.06975000,-1.19775002,84,87,27,1.000000,1.000000,229.495279,47622.000000,1.000000
-6.90550003,-8.06725000,-1.19849997,89,101,25,1.000000,1.000000,229.474726,48321.000000,1.000000
-6.90425000,-8.06949999,-1.19499999,89,82,31,1.000000,1.000000,229.495279,46966.000000,1.000000
-6.90624997,-8.06525000,-1.19575005,157,160,69,1.000000,1.000000,229.454172,48801.000000,1.000000
-6.90725002,-8.06574999,-1.19324999,140,138,47,1.000000,1.000000,229.454172,48364.000000,1.000000
-6.90374997,-8.07274999,-1.19800001,84,88,15,1.000000,1.000000,229.515833,46748.000000,1.000000
-6.90349999,-8.07250001,-1.19499999,88,76,32,1.000000,1.000000,229.515833,47250.000000,1.000000
-6.90975002,-8.06100001,-1.20149999,145,144,48,1.000000,1.000000,229.413080,46770.000000,1.000000
-6.90924999,-8.05450000,-1.20149999,154,153,69,1.000000,1.000000,229.371988,45240.000000,1.000000
-6.90924999,-8.06400000,-1.19874995,109,101,8,1.000000,1.000000,229.433634,48015.000000,1.000000
-6.91050002,-8.06150000,-1.19900005,164,160,67,1.000000,1.000000,229.413080,47622.000000,1.000000
-6.90750000,-8.06275000,-1.20075005,122,112,27,1.000000,1.000000,229.433634,47403.000000,1.000000
-6.90475002,-8.06425001,-1.19800001,142,146,60,1.000000,1.000000,229.454187,48561.000000,1.000000
-6.91000000,-8.05850001,-1.19750004,166,167,77,1.000000,1.000000,229.392527,47665.000000,1.000000
-6.90725002,-8.06249999,-1.19524997,120,114,15,1.000000,1.000000,229.433634,48648.000000,1.000000
-6.90924999,-8.06075000,-1.19575005,182,175,93,1.000000,1.000000,229.413080,47993.000000,1.000000
-6.91024998,-8.05850001,-1.19475000,144,143,54,1.000000,1.000000,229.392527,47687.000000,1.000000
-6.91075000,-8.05575000,-1.19950002,164,165,76,1.000000,1.000000,229.371988,45874.000000,1.000000
-6.91174999,-8.05625000,-1.19425004,138,141,41,1.000000,1.000000,229.371973,47207.000000,1.000000
-6.91800001,-8.05474999,-1.19224995,152,153,59,1.000000,1.000000,229.330866,46202.000000,1.000000
-6.91375002,-8.05424999,-1.19199996,156,154,64,1.000000,1.000000,229.351419,47534.000000,1.000000
-6.91499999,-8.05525001,-1.18975001,151,140,54,1.000000,1.000000,229.351419,47119.000000,1.000000
-6.91625002,-8.05349999,-1.18600004,122,103,8,1.000000,1.000000,229.330866,47578.000000,1.000000
-6.91575000,-8.05325001,-1.18874996,166,158,70,1.000000,1.000000,229.330866,47032.000000,1.000000
-6.92625001,-8.05725001,-1.18374997,192,158,54,1.000000,1.000000,229.310312,46791.000000,1.000000
-6.92499998,-8.05650001,-1.18074995,176,150,43,1.000000,1.000000,229.310312,47185.000000,1.000000
-6.91674999,-8.05375000,-1.18325000,129,113,36,1.000000,1.000000,229.330866,47491.000000,1.000000
-6.91300002,-8.05375000,-1.18325000,90,77,6,1.000000,1.000000,229.351419,48495.000000,1.000000
-6.91575000,-8.05325001,-1.18024998,122,114,27,1.000000,1.000000,229.330866,47316.000000,1.000000
-6.92174998,-8.05375000,-1.17374998,179,167,83,1.000000,1.000000,229.310297,46092.000000,1.000000
-6.92200002,-8.05400001,-1.17100006,145,133,49,1.000000,1.000000,229.310297,47643.000000,1.000000
-6.91975001,-8.05250000,-1.17574995,181,161,74,1.000000,1.000000,229.310297,46464.000000,1.000000
-6.91300002,-8.05125000,-1.17349999,121,84,11,1.000000,1.000000,229.330851,47316.000000,1.000000
-6.91650000,-8.05375000,-1.17224997,133,91,19,1.000000,1.000000,229.330851,48364.000000,1.000000
-6.91300002,-8.05349999,-1.17199998,128,91,21,1.000000,1.000000,229.351404,48758.000000,1.000000
-6.92550001,-8.05075001,-1.16275006,45,40,8,1.000000,1.000000,229.269190,47840.000000,1.000000
-6.90274999,-8.07774999,-1.19174998,213,185,120,1.000000,1.000000,229.556925,47731.000000,1.000000
-6.90175000,-8.08050000,-1.18925004,176,149,110,1.000000,1.000000,229.577463,47622.000000,1.000000
-6.90349999,-8.07825001,-1.18950003,198,175,117,1.000000,1.000000,229.556925,48976.000000,1.000000
-6.90500000,-8.07000001,-1.19224995,79,71,18,1.000000,1.000000,229.495279,48474.000000,1.000000
-6.90449998,-8.06650000,-1.19275003,82,75,15,1.000000,1.000000,229.474726,48037.000000,1.000000
-6.90624997,-8.07649999,-1.18250006,174,162,87,1.000000,1.000000,229.536356,48495.000000,1.000000
-6.90475002,-8.07324999,-1.18125003,174,168,88,1.000000,1.000000,229.515802,48277.000000,1.000000
-6.90449998,-8.07875000,-1.17849999,190,161,123,1.000000,1.000000,229.556910,47818.000000,1.000000
-6.90500000,-8.07575001,-1.17925005,159,135,72,1.000000,1.000000,229.536356,47949.000000,1.000000
-6.90725002,-8.07500001,-1.17950004,149,143,66,1.000000,1.000000,229.515802,48168.000000,1.000000
-6.90750000,-8.06275000,-1.19250005,152,148,38,1.000000,1.000000,229.433618,48976.000000,1.000000
-6.90774998,-8.06300001,-1.18975001,167,160,58,1.000000,1.000000,229.433618,48779.000000,1.000000
-6.90900001,-8.06049999,-1.19300001,170,159,82,1.000000,1.000000,229.413080,47709.000000,1.000000
-6.90975002,-8.06100001,-1.19049995,163,144,62,1.000000,1.000000,229.413065,46988.000000,1.000000
-6.91050002,-8.06475001,-1.18800002,166,151,56,1.000000,1.000000,229.433618,48211.000000,1.000000
-6.91024998,-8.06124999,-1.18775003,172,147,56,1.000000,1.000000,229.413065,47316.000000,1.000000
-6.90924999,-8.05799999,-1.18899994,196,178,94,1.000000,1.000000,229.392527,47600.000000,1.000000
-6.90825001,-8.05725001,-1.18574994,203,171,85,1.000000,1.000000,229.392511,47294.000000,1.000000
-6.91024998,-8.05525001,-1.19075006,155,149,51,1.000000,1.000000,229.371973,47447.000000,1.000000
-6.90949997,-8.05474999,-1.18775003,140,123,31,1.000000,1.000000,229.371973,46529.000000,1.000000
-6.91099998,-8.05224999,-1.18524998,128,109,27,1.000000,1.000000,229.351419,47447.000000,1.000000
-6.90575001,-8.06449999,-1.18425005,189,186,61,1.000000,1.000000,229.454157,48976.000000,1.000000
-6.90849999,-8.05999999,-1.18450003,230,188,79,1.000000,1.000000,229.413065,48364.000000,1.000000
-6.90875003,-8.05750000,-1.18300002,202,161,74,1.000000,1.000000,229.392511,49042.000000,1.000000
-6.91024998,-8.05500000,-1.18500000,145,130,36,1.000000,1.000000,229.371973,47775.000000,1.000000
-6.91099998,-8.05575000,-1.18275004,136,128,28,1.000000,1.000000,229.371958,48124.000000,1.000000
-6.90825001,-8.07575001,-1.17425006,177,170,120,1.000000,1.000000,229.515802,47840.000000,1.000000
-6.90624997,-8.07675000,-1.17699998,170,141,95,1.000000,1.000000,229.536356,48648.000000,1.000000
-6.90774998,-8.07774999,-1.17199998,148,151,124,1.000000,1.000000,229.536341,46442.000000,1.000000
-6.90774998,-8.07524999,-1.17150002,174,171,128,1.000000,1.000000,229.515802,48059.000000,1.000000
-6.91225001,-8.05075001,-1.17600005,124,109,7,1.000000,1.000000,229.330851,48321.000000,1.000000
-6.93724999,-8.04599999,-1.16475003,59,54,22,1.000000,1.000000,229.186991,45743.000000,1.000000
-6.93749997,-8.04625001,-1.16199999,60,54,22,1.000000,1.000000,229.186975,48867.000000,1.000000
-6.93550000,-8.04825001,-1.16224998,69,55,23,1.000000,1.000000,229.207529,48124.000000,1.000000
-6.92725000,-8.04849999,-1.16275006,53,47,20,1.000000,1.000000,229.248636,48277.000000,1.000000
-6.97199997,-8.01649999,-1.16699999,61,55,11,1.000000,1.000000,228.837625,44323.000000,1.000000
-6.97125003,-8.01250001,-1.16599994,48,45,1,1.000000,1.000000,228.817072,46114.000000,1.000000
-6.97125003,-8.01849999,-1.16475003,101,90,29,1.000000,1.000000,228.858179,48037.000000,1.000000
-6.93474999,-8.05025001,-1.16025000,79,63,30,1.000000,1.000000,229.228083,48102.000000,1.000000
-6.93649998,-8.05125000,-1.15525001,62,52,26,1.000000,1.000000,229.228067,45109.000000,1.000000
-6.93574998,-8.05050000,-1.15224998,45,40,19,2.000000,1.000000,229.228067,43711.000000,1.000000
-6.92375001,-8.05474999,-1.16049998,44,41,5,1.000000,1.000000,229.310282,46879.000000,1.000000
-6.92375001,-8.05500000,-1.15774994,79,75,28,1.000000,1.000000,229.310282,46857.000000,1.000000
-6.92599997,-8.05099999,-1.16025000,92,86,47,1.000000,1.000000,229.269175,47119.000000,1.000000
-6.92349997,-8.05150001,-1.16025000,60,55,22,1.000000,1.000000,229.289728,47906.000000,1.000000
-6.92450002,-8.05200001,-1.15800004,113,105,62,1.000000,1.000000,229.289728,48015.000000,1.000000
-6.92349997,-8.05474999,-1.15475004,126,120,65,1.000000,1.000000,229.310282,47403.000000,1.000000
-6.92424998,-8.05200001,-1.15500002,102,92,40,1.000000,1.000000,229.289728,47687.000000,1.000000
-6.92400000,-8.04950001,-1.15399998,59,45,8,1.000000,1.000000,229.269175,47622.000000,1.000000
-6.91849998,-8.05474999,-1.15350001,76,69,27,1.000000,1.000000,229.330820,48015.000000,1.000000
-6.92249999,-8.05075001,-1.15175002,78,69,22,1.000000,1.000000,229.289728,46966.000000,1.000000
-6.92475000,-8.04974999,-1.14599996,57,49,20,1.000000,1.000000,229.269159,47338.000000,1.000000
-6.91725001,-8.05375000,-1.15025001,85,79,42,1.000000,1.000000,229.330820,48080.000000,1.000000
-6.91400001,-8.05400001,-1.15300005,70,66,22,1.000000,1.000000,229.351374,48583.000000,1.000000
-6.91550002,-8.05500000,-1.15074997,68,65,27,1.000000,1.000000,229.351374,49151.000000,1.000000
-6.91975001,-8.05224999,-1.15049999,105,98,54,1.000000,1.000000,229.310266,46748.000000,1.000000
-6.91725001,-8.05375000,-1.14749997,75,73,40,1.000000,1.000000,229.330820,48255.000000,1.000000
-6.91300002,-8.05674999,-1.14724999,92,90,45,1.000000,1.000000,229.371912,49085.000000,1.000000
-6.91825000,-8.05125000,-1.14724999,76,71,40,1.000000,1.000000,229.310266,46464.000000,1.000000
-6.92099998,-8.04974999,-1.14274996,88,77,49,1.000000,1.000000,229.289713,47775.000000,1.000000
-6.92125002,-8.05000000,-1.14025002,78,66,39,1.000000,1.000000,229.289713,48059.000000,1.000000
-6.91375002,-8.05375000,-1.14449995,94,95,69,1.000000,1.000000,229.351358,48211.000000,1.000000
-6.91475001,-8.05424999,-1.14224999,94,93,61,1.000000,1.000000,229.351358,48102.000000,1.000000
-6.91674999,-8.05025001,-1.14399999,78,72,42,1.000000,1.000000,229.310266,47075.000000,1.000000
-6.91700003,-8.05025001,-1.14124995,79,71,42,1.000000,1.000000,229.310266,48146.000000,1.000000
-6.91550002,-8.05250000,-1.14399999,66,65,35,1.000000,1.000000,229.330820,48124.000000,1.000000
-6.91450003,-8.05174999,-1.14074998,83,81,48,1.000000,1.000000,229.330805,47818.000000,1.000000
-6.91524997,-8.05224999,-1.13825005,107,103,66,1.000000,1.000000,229.330805,49478.000000,1.000000
-6.92074999,-8.04950001,-1.13175004,90,86,60,1.000000,1.000000,229.289698,45961.000000,1.000000
-6.91599998,-8.04950001,-1.12974995,88,88,62,1.000000,1.000000,229.310251,47556.000000,1.000000
-6.93649998,-8.04875000,-1.16000002,94,81,49,1.000000,1.000000,229.207529,48059.000000,1.000000
-6.93425003,-8.04974999,-1.15724998,82,68,37,1.000000,1.000000,229.228083,47578.000000,1.000000
-6.92725000,-8.04825001,-1.16000002,72,59,29,1.000000,1.000000,229.248636,47578.000000,1.000000
-6.92824999,-8.04899999,-1.15749996,71,55,22,1.000000,1.000000,229.248636,47818.000000,1.000000
-6.92324999,-8.04899999,-1.15650003,95,85,45,1.000000,1.000000,229.269175,47556.000000,1.000000
-6.92174998,-8.04800000,-1.15049999,62,49,18,1.000000,1.000000,229.269175,47381.000000,1.000000
-6.92174998,-8.04800000,-1.14749997,49,40,13,1.000000,1.000000,229.269175,46857.000000,1.000000
-6.91900000,-8.04849999,-1.14774995,68,61,28,1.000000,1.000000,229.289713,46923.000000,1.000000
-6.92025003,-8.04925000,-1.14525002,75,65,38,1.000000,1.000000,229.289713,46311.000000,1.000000
-6.92324999,-8.04899999,-1.14249998,81,72,47,1.000000,1.000000,229.269159,47207.000000,1.000000
-6.91550002,-8.05224999,-1.12725001,117,121,102,1.000000,1.000000,229.330790,47775.000000,1.000000
-6.91599998,-8.04950001,-1.12700003,100,103,86,1.000000,1.000000,229.310251,47447.000000,1.000000
-6.91999999,-8.05224999,-1.12299996,85,88,67,1.000000,1.000000,229.310236,47578.000000,1.000000
-6.91674999,-8.05299999,-1.12225001,60,64,46,1.000000,1.000000,229.330790,48255.000000,1.000000
-6.92275003,-8.04849999,-1.12850004,123,121,101,1.000000,1.000000,229.269144,45503.000000,1.000000
-6.92125002,-8.04724999,-1.12500005,120,119,102,1.000000,1.000000,229.269144,46486.000000,1.000000
-6.91999999,-8.04899999,-1.12850004,117,117,98,1.000000,1.000000,229.289698,46180.000000,1.000000
-6.91875002,-8.04800000,-1.12525003,111,113,99,1.000000,1.000000,229.289698,46944.000000,1.000000
-7.11174998,-7.93625002,-1.20149999,106,75,37,1.000000,1.000000,227.707376,43296.000000,1.000000
-7.10475001,-7.93199997,-1.20174997,138,97,57,2.000000,1.000000,227.707392,44891.000000,1.000000
-7.09975001,-7.93475001,-1.20100003,138,109,56,2.000000,1.000000,227.748484,43755.000000,1.000000
-7.08624998,-7.92674999,-1.19874995,152,127,69,2.000000,1.000000,227.748484,42488.000000,1.000000
-7.11050001,-7.89974998,-1.21199995,180,131,65,1.000000,1.000000,227.460794,45896.000000,1.000000
-7.11200002,-7.89750003,-1.21225005,171,115,56,1.000000,1.000000,227.440256,46595.000000,1.000000
-7.10650000,-7.89724999,-1.21349996,160,98,41,1.000000,1.000000,227.460810,43624.000000,1.000000
-7.10575000,-7.90250002,-1.21199995,145,85,27,1.000000,1.000000,227.501902,45284.000000,1.000000
-7.10749999,-7.90100001,-1.21149998,179,121,54,1.000000,1.000000,227.481348,46289.000000,1.000000
-7.09924999,-7.92524998,-1.19999998,71,45,18,1.000000,1.000000,227.686838,42510.000000,1.000000
-7.08900002,-7.91900002,-1.20174997,88,64,26,1.000000,1.000000,227.686838,46398.000000,1.000000
-7.08600000,-7.92099999,-1.20324998,131,106,41,1.000000,1.000000,227.707392,46726.000000,1.000000
-7.09050003,-7.91750001,-1.20374995,109,66,32,1.000000,1.000000,227.666300,46224.000000,1.000000
-7.08799997,-7.91850000,-1.20425003,116,84,45,1.000000,1.000000,227.686838,47469.000000,1.000000
-7.08949998,-7.91374998,-1.20324998,133,100,60,1.000000,1.000000,227.645746,47075.000000,1.000000
-7.09225002,-7.91199999,-1.20174997,108,81,30,1.000000,1.000000,227.625193,45372.000000,1.000000
-7.08025000,-7.92325001,-1.19950002,151,128,66,1.000000,1.000000,227.748499,45306.000000,1.000000
-7.08299998,-7.92199998,-1.19975000,151,128,72,1.000000,1.000000,227.727945,45546.000000,1.000000
-7.09124997,-7.91799997,-1.20125001,108,78,35,1.000000,1.000000,227.666285,44454.000000,1.000000
-7.09124997,-7.91474997,-1.20100003,117,92,38,1.000000,1.000000,227.645746,44520.000000,1.000000
-7.10499999,-7.90175002,-1.20874994,157,96,38,1.000000,1.000000,227.501902,47862.000000,1.000000
-7.10475001,-7.89950000,-1.20775002,157,99,30,1.000000,1.000000,227.481348,48124.000000,1.000000
-7.10749999,-7.89775001,-1.20800000,180,119,58,1.000000,1.000000,227.460794,44563.000000,1.000000
-7.06249997,-7.93725001,-1.19549995,166,155,73,1.000000,1.000000,227.912897,47687.000000,1.000000
