//X,Y,Z,R,G,B,NumberOfReturns,ReturnNumber,GpsTime,Intensity,Classification
4474
-7.24474999,-8.17799999,-1.20075005,85,92,57,2.000000,1.000000,204.365019,38381.000000,0.000000
-7.24575001,-8.18150001,-1.20024996,55,61,28,2.000000,1.000000,204.385565,18043.000000,0.000000
-7.24274999,-8.17900001,-1.19674998,78,84,48,2.000000,1.000000,204.365011,22718.000000,0.000000
-7.24175000,-8.18624999,-1.20275002,61,65,38,2.000000,1.000000,204.406118,31413.000000,0.000000
-7.33825001,-8.02999999,-1.24424999,48,47,27,2.000000,1.000000,203.727972,27459.000000,0.000000
-7.34050000,-8.03300001,-1.24424999,34,32,17,2.000000,1.000000,203.748518,30954.000000,0.000000
-7.34525001,-8.03124999,-1.24200004,62,58,37,2.000000,1.000000,203.748518,34056.000000,0.000000
-7.34900001,-8.03374999,-1.23949998,104,99,76,2.000000,1.000000,203.769064,22325.000000,0.000000
-7.35000000,-8.02924999,-1.23974996,103,99,71,2.000000,1.000000,203.748510,31325.000000,0.000000
-6.69325003,-7.90974998,-0.66325002,95,117,54,2.000000,1.000000,201.343664,13390.000000,0.000000
-6.69399998,-7.91575002,-0.65774994,101,111,59,2.000000,1.000000,201.384756,12582.000000,0.000000
-6.69700000,-7.91150003,-0.66074996,101,114,61,2.000000,1.000000,201.364210,20556.000000,0.000000
-6.70549998,-7.90000003,-0.66074996,106,121,78,2.000000,1.000000,201.323111,32854.000000,0.000000
-6.70199999,-7.90525000,-0.66175001,96,114,63,2.000000,1.000000,201.343664,30233.000000,0.000000
-6.70625004,-7.89649998,-0.66025000,99,112,72,2.000000,1.000000,201.302557,38141.000000,0.000000
-6.70025000,-7.90624999,-0.65850001,112,127,86,2.000000,1.000000,201.343656,36896.000000,0.000000
-6.70025000,-7.90250002,-0.65675002,107,118,83,1.000000,1.000000,201.323103,38818.000000,0.000000
-6.70950005,-7.89499997,-0.65749996,71,82,47,1.000000,1.000000,201.302557,39364.000000,0.000000
-6.70099995,-7.91575002,-0.66399997,123,134,74,2.000000,1.000000,201.405317,16208.000000,0.000000
-6.70675001,-7.91299998,-0.66175001,120,130,71,2.000000,1.000000,201.405310,25711.000000,0.000000
-6.70749995,-7.91650002,-0.66450005,129,142,83,2.000000,1.000000,201.425863,24444.000000,0.000000
-6.70599994,-7.92000001,-0.66475003,128,141,84,2.000000,1.000000,201.446417,21102.000000,0.000000
-6.70825002,-7.92274999,-0.66399997,111,125,71,2.000000,1.000000,201.466963,15313.000000,0.000000
-6.70899996,-7.91549998,-0.66150003,127,137,78,2.000000,1.000000,201.425863,33029.000000,0.000000
-6.71074996,-7.91750001,-0.66224998,134,143,87,2.000000,1.000000,201.446409,31347.000000,0.000000
-6.71300003,-7.92024999,-0.66150003,110,123,61,2.000000,1.000000,201.466963,27524.000000,0.000000
-6.69874999,-7.91075002,-0.65800004,95,107,61,2.000000,1.000000,201.364210,28966.000000,0.000000
-6.68825004,-7.89499997,-0.57575005,112,126,58,2.000000,1.000000,201.240812,26214.000000,0.000000
-6.68949995,-7.89450001,-0.57275002,42,54,20,1.000000,1.000000,201.240812,33990.000000,0.000000
-6.69249997,-7.88950001,-0.57625001,104,116,55,1.000000,1.000000,201.220266,32133.000000,0.000000
-6.69350001,-7.88899999,-0.57349997,45,55,19,1.000000,1.000000,201.220259,36284.000000,0.000000
-6.69099996,-7.89649998,-0.57674997,120,133,59,2.000000,1.000000,201.261366,23658.000000,0.000000
-6.69025001,-7.89700001,-0.57349997,79,93,31,2.000000,1.000000,201.261358,32833.000000,0.000000
-6.69599995,-7.89775001,-0.57950001,122,134,51,2.000000,1.000000,201.281919,16755.000000,0.000000
-6.69975004,-7.89574998,-0.57674997,140,151,66,2.000000,1.000000,201.281912,29053.000000,0.000000
-6.70125005,-7.89499997,-0.57400005,111,130,57,1.000000,1.000000,201.281912,34296.000000,0.000000
-6.69700000,-7.89350002,-0.57150000,41,57,18,1.000000,1.000000,201.261358,32898.000000,0.000000
-6.70224998,-7.88824998,-0.57150000,38,51,24,1.000000,1.000000,201.240812,32002.000000,0.000000
-6.76325002,-8.05625000,-0.39749997,123,143,74,2.000000,1.000000,202.453070,18349.000000,0.000000
-6.77949998,-8.02850001,-0.39700001,109,138,58,3.000000,1.000000,202.329771,27459.000000,0.000000
-6.77800003,-8.02275001,-0.39449995,105,136,59,3.000000,1.000000,202.288664,20010.000000,0.000000
-6.76900002,-8.04700001,-0.40099996,97,122,53,3.000000,1.000000,202.411978,34187.000000,0.000000
-6.76925001,-8.05000000,-0.40175002,103,128,60,3.000000,1.000000,202.432524,34711.000000,0.000000
-6.77350000,-8.05174999,-0.40125006,118,140,71,4.000000,1.000000,202.453077,28485.000000,0.000000
-6.76949999,-8.04974999,-0.39900010,110,135,61,2.000000,1.000000,202.432524,30277.000000,0.000000
-6.77175000,-8.04599999,-0.39825004,115,142,64,2.000000,1.000000,202.411970,28245.000000,0.000000
-6.77175000,-8.04199999,-0.39574998,117,145,61,2.000000,1.000000,202.391416,17497.000000,0.000000
-6.76675001,-8.05075001,-0.39550012,110,134,55,3.000000,1.000000,202.432516,14810.000000,0.000000
-6.77599999,-8.03650000,-0.39749997,107,135,58,2.000000,1.000000,202.370871,25820.000000,0.000000
-6.77475003,-8.04100000,-0.39900010,113,140,62,4.000000,1.000000,202.391424,29119.000000,0.000000
-6.77825001,-8.03275000,-0.39674991,107,135,58,2.000000,1.000000,202.350317,20184.000000,0.000000
-6.78475002,-8.00574999,-0.39725011,67,93,35,3.000000,1.000000,202.206465,34886.000000,0.000000
-6.78050003,-8.00400000,-0.39499991,78,102,44,2.000000,1.000000,202.185911,22041.000000,0.000000
-6.78099999,-8.00750001,-0.39399999,85,112,48,4.000000,1.000000,202.206457,20752.000000,0.000000
-6.78774998,-8.00800001,-0.39700001,81,111,45,3.000000,1.000000,202.227011,30058.000000,0.000000
-6.78774998,-8.01074999,-0.39749997,80,111,44,2.000000,1.000000,202.247564,29447.000000,0.000000
-6.78300002,-8.02025001,-0.39825004,97,127,58,3.000000,1.000000,202.288664,32614.000000,0.000000
-6.78250000,-8.02325000,-0.39875000,99,130,53,3.000000,1.000000,202.309217,33925.000000,0.000000
-6.78650001,-8.00850000,-0.39399999,91,122,53,2.000000,1.000000,202.227011,12211.000000,0.000000
-6.78424999,-8.01250001,-0.39399999,94,127,53,3.000000,1.000000,202.247557,12123.000000,0.000000
-6.78124997,-8.02400001,-0.39550012,109,141,62,3.000000,1.000000,202.309217,24750.000000,0.000000
-6.78725001,-8.01474999,-0.39600008,98,130,54,2.000000,1.000000,202.268110,15990.000000,0.000000
-6.79200003,-8.01274999,-0.39924996,88,115,49,3.000000,1.000000,202.268118,30954.000000,0.000000
-7.33600000,-8.02174999,-1.24075001,131,126,103,3.000000,2.000000,263.363031,18349.000000,0.000000
-6.47024998,-8.08799999,-0.71974998,168,171,169,3.000000,1.000000,144.285568,33903.000000,0.000000
-6.64425001,-7.91325002,-0.82600003,194,171,101,2.000000,1.000000,144.634945,39408.000000,0.000000
-6.72225002,-7.82925003,-0.70075005,199,190,107,2.000000,1.000000,144.799318,36786.000000,0.000000
-6.74574998,-7.92875003,-0.58024996,188,181,78,1.000000,1.000000,144.737637,39648.000000,0.000000
-6.44724998,-8.07925000,-0.72250002,196,200,201,4.000000,1.000000,144.265018,18131.000000,0.000000
-7.31750000,-7.82950001,-0.81600004,160,173,92,3.000000,2.000000,145.456945,24073.000000,0.000000
-7.29900000,-7.82775002,-0.80500000,152,162,103,3.000000,2.000000,145.436392,21342.000000,0.000000
-7.30475000,-7.95824998,-0.70550006,132,141,96,3.000000,1.000000,140.230978,26454.000000,0.000000
-7.29249999,-7.96974998,-0.79600006,102,114,57,2.000000,1.000000,140.189918,33641.000000,0.000000
-7.20299998,-7.92849999,-0.70550006,99,117,64,2.000000,1.000000,140.087131,32374.000000,0.000000
-7.19624999,-7.93174999,-0.70524996,78,92,45,2.000000,1.000000,140.066582,37726.000000,0.000000
-7.26699999,-7.87125002,-0.71174996,90,93,46,2.000000,1.000000,140.313185,38490.000000,0.000000
-7.24325001,-7.88050001,-0.71299999,103,112,67,2.000000,1.000000,140.251533,35563.000000,0.000000
-7.24675000,-7.87375002,-0.71324997,99,107,60,1.000000,1.000000,140.272085,37660.000000,0.000000
-7.26624999,-7.87050002,-0.70425003,77,90,45,3.000000,1.000000,140.313181,19376.000000,0.000000
-7.22075001,-7.90100001,-0.70575004,66,75,33,3.000000,1.000000,140.169331,34252.000000,0.000000
-7.39100000,-7.82399999,-0.80874997,229,235,152,3.000000,1.000000,140.642029,24291.000000,0.000000
-7.38174999,-7.82550000,-0.81575006,210,206,147,1.000000,1.000000,140.621483,38490.000000,0.000000
-7.37625000,-7.82925003,-0.80925005,194,187,119,3.000000,1.000000,140.600929,25930.000000,0.000000
-7.37900001,-7.82249998,-0.82324999,169,164,100,3.000000,2.000000,140.621487,29993.000000,0.000000
-7.38624999,-7.81950002,-0.81625002,203,198,134,3.000000,1.000000,140.642033,28114.000000,0.000000
-7.38075000,-7.81375002,-0.82300001,154,148,90,3.000000,1.000000,140.642036,14810.000000,0.000000
-7.36199999,-7.82749998,-0.81425004,192,177,116,2.000000,1.000000,140.580383,19376.000000,0.000000
-7.36399999,-7.82925003,-0.80699997,175,165,96,2.000000,1.000000,140.580379,32723.000000,0.000000
-7.35424999,-7.80524998,-0.74525004,147,138,75,2.000000,1.000000,140.600903,26214.000000,0.000000
-7.36324999,-7.79425000,-0.75175004,138,132,73,2.000000,1.000000,140.642006,25252.000000,0.000000
-7.35550001,-7.79650002,-0.75124996,135,127,58,2.000000,1.000000,140.621454,21233.000000,0.000000
-7.30300000,-7.83249997,-0.80650001,184,181,132,1.000000,1.000000,140.457079,37398.000000,0.000000
-7.29824999,-7.83799999,-0.79849999,160,156,117,4.000000,1.000000,140.436525,32046.000000,0.000000
-7.23949999,-7.85250001,-0.71275001,96,101,53,2.000000,1.000000,140.292635,28551.000000,0.000000
-7.23525000,-7.84799998,-0.71999996,94,96,47,1.000000,1.000000,140.292639,39189.000000,0.000000
-6.71100006,-7.90850001,-0.63025003,141,149,55,1.000000,1.000000,139.121250,39648.000000,0.000000
-6.47750005,-8.08099999,-0.72299998,209,201,117,1.000000,1.000000,138.319834,39976.000000,0.000000
-6.46650002,-8.09124999,-0.72100001,128,123,27,2.000000,1.000000,138.278734,30124.000000,0.000000
-6.46775004,-8.08275001,-0.72124999,126,119,35,2.000000,1.000000,138.299284,36437.000000,0.000000
-6.44675002,-8.09100001,-0.71149998,114,110,32,2.000000,1.000000,138.237629,39102.000000,0.000000
-6.44049999,-8.09425001,-0.71149998,118,112,50,2.000000,1.000000,138.217079,28005.000000,0.000000
-6.46074996,-8.08450001,-0.71275001,131,129,36,3.000000,1.000000,138.278730,17497.000000,0.000000
-6.45399997,-8.08650001,-0.71349996,152,151,57,2.000000,1.000000,138.258181,34427.000000,0.000000
-6.41149995,-8.02325000,-0.74474996,214,181,79,2.000000,1.000000,138.278748,19922.000000,0.000000
-7.12474999,-7.85049998,-0.46250003,148,150,91,3.000000,1.000000,140.066475,28048.000000,0.000000
-7.12649998,-7.84200000,-0.47024994,158,155,115,2.000000,1.000000,140.087028,20949.000000,0.000000
-7.13125000,-7.84724998,-0.46275001,150,149,96,2.000000,1.000000,140.087025,32265.000000,0.000000
-7.03075001,-7.78874998,-0.34275001,158,166,128,2.000000,1.000000,139.984220,31740.000000,0.000000
-7.03300002,-7.79124998,-0.33525007,170,177,133,2.000000,1.000000,139.984217,36131.000000,0.000000
-7.30425000,-7.95324998,-0.80199998,140,109,22,3.000000,1.000000,227.090342,29578.000000,0.000000
-7.30199999,-7.95799999,-0.79925006,161,144,38,3.000000,1.000000,227.131433,26869.000000,0.000000
-7.30500001,-7.94749998,-0.80300003,111,110,54,2.000000,1.000000,227.049250,17585.000000,0.000000
-7.30125001,-7.94800000,-0.80249994,89,84,30,3.000000,1.000000,227.069788,11468.000000,0.000000
-7.30950001,-7.94025003,-0.80775004,64,62,19,2.000000,1.000000,226.987604,11992.000000,0.000000
-7.29775000,-7.95275002,-0.80049997,167,145,51,3.000000,1.000000,227.110895,25864.000000,0.000000
-7.29900000,-7.95350002,-0.79800003,208,179,81,2.000000,1.000000,227.110895,34646.000000,0.000000
-7.29449999,-7.95375000,-0.80049997,204,182,97,2.000000,1.000000,227.131449,13412.000000,0.000000
-7.30100000,-7.95050000,-0.71400004,98,93,38,2.000000,1.000000,227.090235,25798.000000,0.000000
-7.22275001,-7.91850000,-0.71474998,135,133,55,2.000000,1.000000,227.172464,32811.000000,0.000000
-7.23850000,-7.87674998,-0.71649998,93,78,16,1.000000,1.000000,226.843653,34711.000000,0.000000
-7.23075000,-7.89724999,-0.71600001,139,85,16,1.000000,1.000000,227.008051,36743.000000,0.000000
-7.23275000,-7.89224999,-0.71499997,160,119,57,2.000000,1.000000,226.966959,33684.000000,0.000000
-7.22400001,-7.89675002,-0.71725004,121,123,60,2.000000,1.000000,227.028604,36786.000000,0.000000
-7.22500000,-7.89125000,-0.71625000,190,177,82,1.000000,1.000000,226.987513,38687.000000,0.000000
-7.22475001,-7.88775002,-0.71600001,114,84,42,2.000000,1.000000,226.966959,37245.000000,0.000000
-7.22500000,-7.88450002,-0.71400004,130,117,67,2.000000,1.000000,226.946405,35782.000000,0.000000
-7.23100001,-7.87249999,-0.71750002,122,111,34,1.000000,1.000000,226.843668,37311.000000,0.000000
-7.22874999,-7.87099998,-0.71974998,152,134,52,1.000000,1.000000,226.843668,38294.000000,0.000000
-7.22350001,-7.87174999,-0.71600001,214,192,128,1.000000,1.000000,226.864206,37092.000000,0.000000
-7.22525001,-7.87249999,-0.71375006,192,165,75,1.000000,1.000000,226.864206,34755.000000,0.000000
-7.22075001,-7.87249999,-0.71625000,232,213,143,1.000000,1.000000,226.884760,37114.000000,0.000000
-7.25575000,-7.86500000,-0.71425002,99,103,32,2.000000,1.000000,226.699793,25252.000000,0.000000
-7.25799999,-7.86349999,-0.71450000,91,91,29,2.000000,1.000000,226.679254,22849.000000,0.000000
-7.25500000,-7.85874998,-0.71375006,99,92,35,3.000000,1.000000,226.658701,20599.000000,0.000000
-7.26624999,-7.85575001,-0.71499997,125,124,92,3.000000,1.000000,226.597055,11708.000000,0.000000
-7.25924999,-7.85199999,-0.71625000,105,106,58,3.000000,1.000000,226.597055,22718.000000,0.000000
-7.25450000,-7.85475003,-0.71375006,118,114,56,3.000000,1.000000,226.638147,23199.000000,0.000000
-7.39225000,-7.80774998,-0.82824998,111,100,47,3.000000,1.000000,225.816263,27415.000000,0.000000
-7.39175001,-7.80999999,-0.82600003,136,122,73,3.000000,1.000000,225.836801,30823.000000,0.000000
-7.38749999,-7.80774998,-0.82775002,121,111,58,3.000000,1.000000,225.836817,20468.000000,0.000000
-7.38575000,-7.81050002,-0.82625001,116,104,54,2.000000,1.000000,225.857355,13674.000000,0.000000
-7.39275000,-7.81375002,-0.82224994,92,82,35,3.000000,1.000000,225.857355,25121.000000,0.000000
-7.39350000,-7.81099998,-0.82349997,134,122,72,3.000000,1.000000,225.836801,34471.000000,0.000000
-7.38975001,-7.81225001,-0.82425004,114,104,54,3.000000,1.000000,225.857355,20315.000000,0.000000
-7.39175001,-7.80750000,-0.82524996,119,104,54,3.000000,1.000000,225.816263,35323.000000,0.000000
-7.39199999,-7.80750000,-0.82250004,130,116,66,2.000000,1.000000,225.816248,39626.000000,0.000000
-7.39025000,-7.81249999,-0.81874996,89,81,35,2.000000,1.000000,225.857355,26279.000000,0.000000
-7.37825000,-7.81249999,-0.81849998,146,131,66,3.000000,1.000000,225.898447,27612.000000,0.000000
-7.37549999,-7.81099998,-0.82049995,147,126,57,2.000000,1.000000,225.898462,13259.000000,0.000000
-7.37000001,-7.81125002,-0.81849998,168,140,77,2.000000,1.000000,225.919001,24029.000000,0.000000
-7.36925000,-7.81450002,-0.81600004,60,60,21,3.000000,1.000000,225.939554,18306.000000,0.000000
-7.37650001,-7.81125002,-0.81524997,94,93,38,2.000000,1.000000,225.898447,33619.000000,0.000000
-7.37875000,-7.81024997,-0.81549995,87,79,36,2.000000,1.000000,225.877893,29206.000000,0.000000
-7.37875000,-7.80999999,-0.81275003,87,85,42,2.000000,1.000000,225.877893,35519.000000,0.000000
-7.37325001,-7.81300001,-0.81650000,118,114,59,2.000000,1.000000,225.919001,32789.000000,0.000000
-7.37349999,-7.81325000,-0.81374996,85,89,41,2.000000,1.000000,225.919001,32461.000000,0.000000
-7.37375000,-7.80725001,-0.81724995,100,89,32,3.000000,1.000000,225.877909,19267.000000,0.000000
-7.37575001,-7.81099998,-0.81199997,79,74,21,2.000000,1.000000,225.898447,36852.000000,0.000000
-7.37450001,-7.81375002,-0.81100004,94,78,27,2.000000,1.000000,225.919001,26476.000000,0.000000
-7.36725000,-7.81325000,-0.81849998,118,111,64,3.000000,1.000000,225.939554,13325.000000,0.000000
-7.39399999,-7.80550002,-0.82824998,100,88,40,4.000000,1.000000,225.795710,28354.000000,0.000000
-7.39574999,-7.80300002,-0.82600003,98,89,35,4.000000,1.000000,225.775156,24422.000000,0.000000
-7.38749999,-7.80550002,-0.82999998,147,137,84,3.000000,1.000000,225.816263,18502.000000,0.000000
-7.38824999,-7.80250000,-0.82974999,95,88,39,2.000000,1.000000,225.795710,16908.000000,0.000000
-7.39225000,-7.80099999,-0.82800000,93,88,40,3.000000,1.000000,225.775156,17934.000000,0.000000
-7.38999999,-7.79750000,-0.82600003,92,89,44,4.000000,1.000000,225.754602,13871.000000,0.000000
-7.39425001,-7.80550002,-0.82549994,105,91,41,3.000000,1.000000,225.795710,34231.000000,0.000000
-7.39500001,-7.80024998,-0.82450002,96,94,36,2.000000,1.000000,225.754602,20949.000000,0.000000
-7.39300001,-7.79900002,-0.82100003,127,124,60,2.000000,1.000000,225.754602,18131.000000,0.000000
-7.39574999,-7.80625003,-0.81150001,174,162,103,2.000000,1.000000,225.795694,25165.000000,0.000000
-7.39550001,-7.80950003,-0.80349999,138,122,52,2.000000,1.000000,225.816233,29599.000000,0.000000
-7.39050001,-7.80924999,-0.80849998,81,72,23,2.000000,1.000000,225.836786,36000.000000,0.000000
-7.39225000,-7.80750000,-0.80825000,90,78,26,2.000000,1.000000,225.816233,27218.000000,0.000000
-7.39175001,-7.80999999,-0.80600005,67,50,26,2.000000,1.000000,225.836786,35388.000000,0.000000
-7.39175001,-7.80725001,-0.80549996,123,104,56,2.000000,1.000000,225.816233,29141.000000,0.000000
-7.37625000,-7.81125002,-0.80950003,108,93,35,2.000000,1.000000,225.898447,37180.000000,0.000000
-7.37950000,-7.81599998,-0.79249995,178,159,96,2.000000,1.000000,225.918970,34995.000000,0.000000
-7.38225001,-7.81174999,-0.79350000,152,136,80,2.000000,1.000000,225.877878,36393.000000,0.000000
-7.38125000,-7.81375002,-0.79074996,175,158,79,3.000000,1.000000,225.898416,32177.000000,0.000000
-7.38200000,-7.81150000,-0.79074996,140,129,61,2.000000,1.000000,225.877863,30604.000000,0.000000
-7.39225000,-7.80424999,-0.80800002,172,160,101,2.000000,1.000000,225.795679,12014.000000,0.000000
-7.39199999,-7.80424999,-0.80500000,154,149,88,3.000000,1.000000,225.795679,12080.000000,0.000000
-7.32025001,-7.81300001,-0.81999999,65,67,26,3.000000,1.000000,226.103968,32723.000000,0.000000
-7.31674999,-7.81674998,-0.81775003,55,54,15,3.000000,1.000000,226.145060,26214.000000,0.000000
-7.31924999,-7.81550001,-0.82024997,58,57,22,3.000000,1.000000,226.124521,25798.000000,0.000000
-7.31799999,-7.81150000,-0.82224994,72,72,24,3.000000,1.000000,226.103968,21342.000000,0.000000
-7.31725001,-7.80774998,-0.81950002,63,65,25,4.000000,1.000000,226.083414,14701.000000,0.000000
-7.31825000,-7.81499999,-0.81450003,54,61,27,3.000000,1.000000,226.124506,31806.000000,0.000000
-7.31450001,-7.81300001,-0.81650000,58,59,21,3.000000,1.000000,226.124521,35563.000000,0.000000
-7.31299999,-7.81475001,-0.81374996,51,57,24,3.000000,1.000000,226.145060,34252.000000,0.000000
-7.31424999,-7.81300001,-0.81074994,63,74,32,3.000000,1.000000,226.124506,23330.000000,0.000000
-7.31224999,-7.81424998,-0.81074994,88,97,53,3.000000,1.000000,226.145060,32024.000000,0.000000
-7.31125000,-7.81700002,-0.81325000,51,55,19,3.000000,1.000000,226.165613,28857.000000,0.000000
-7.31075001,-7.81674998,-0.81024998,76,82,36,2.000000,1.000000,226.165613,34340.000000,0.000000
-7.31850001,-7.81174999,-0.81674998,59,63,28,2.000000,1.000000,226.103968,29709.000000,0.000000
-7.31700000,-7.81099998,-0.81349998,49,59,23,3.000000,1.000000,226.103968,16689.000000,0.000000
-7.30425000,-7.82249998,-0.80425005,65,63,23,3.000000,1.000000,226.227259,30626.000000,0.000000
-7.30625001,-7.82050001,-0.80524998,53,52,18,4.000000,1.000000,226.206705,29512.000000,0.000000
-7.31175000,-7.81725000,-0.80775004,66,72,33,2.000000,1.000000,226.165613,31019.000000,0.000000
-7.30625001,-7.81800001,-0.80724996,71,75,35,3.000000,1.000000,226.186151,31260.000000,0.000000
-7.31175000,-7.81400000,-0.80800002,77,88,47,3.000000,1.000000,226.145060,22325.000000,0.000000
-7.31000000,-7.81975000,-0.80524998,59,61,29,3.000000,1.000000,226.186151,30015.000000,0.000000
-7.30925000,-7.81599998,-0.80450004,40,45,15,3.000000,1.000000,226.165598,21779.000000,0.000000
-7.30100000,-7.81749999,-0.80699997,69,69,30,3.000000,1.000000,226.206705,12123.000000,0.000000
-7.30250001,-7.81550001,-0.80899995,69,74,29,3.000000,1.000000,226.186167,11839.000000,0.000000
-7.37200001,-7.78100001,-0.76274996,113,93,33,3.000000,1.000000,225.713434,37464.000000,0.000000
-7.37375000,-7.77600001,-0.76375001,174,167,95,2.000000,1.000000,225.672342,31063.000000,0.000000
-7.36974999,-7.78650003,-0.75949996,149,126,40,3.000000,1.000000,225.754541,29709.000000,0.000000
-7.37000001,-7.78350001,-0.76150005,151,116,37,3.000000,1.000000,225.733988,31609.000000,0.000000
-7.36950001,-7.78325002,-0.75875001,149,118,39,3.000000,1.000000,225.733988,25274.000000,0.000000
-7.37375000,-7.78175001,-0.76025002,125,105,32,2.000000,1.000000,225.713434,30845.000000,0.000000
-7.37175000,-7.77850001,-0.76150005,139,124,56,3.000000,1.000000,225.692881,36612.000000,0.000000
-7.37549999,-7.77724998,-0.76124995,88,78,6,3.000000,1.000000,225.672342,25908.000000,0.000000
-7.36974999,-7.77750002,-0.75825005,132,115,32,3.000000,1.000000,225.692881,25209.000000,0.000000
-7.36925000,-7.77974998,-0.75650006,132,113,35,2.000000,1.000000,225.713434,15662.000000,0.000000
-7.37099999,-7.77474998,-0.75749999,92,76,4,3.000000,1.000000,225.672327,13827.000000,0.000000
-7.36250001,-7.79175000,-0.75375002,190,173,94,2.000000,1.000000,225.816172,36350.000000,0.000000
-7.36225000,-7.79150002,-0.75099998,198,191,104,2.000000,1.000000,225.816172,34165.000000,0.000000
-7.36199999,-7.79400002,-0.74875002,186,179,98,2.000000,1.000000,225.836725,27524.000000,0.000000
-7.36274999,-7.79175000,-0.74824994,163,167,78,2.000000,1.000000,225.816172,27065.000000,0.000000
-7.35800001,-7.79175000,-0.75350004,169,134,41,3.000000,1.000000,225.836725,37486.000000,0.000000
-7.35824999,-7.79175000,-0.75075000,206,184,91,2.000000,1.000000,225.836725,34820.000000,0.000000
-7.35424999,-7.79325001,-0.75149994,172,156,49,2.000000,1.000000,225.857279,37180.000000,0.000000
-7.35575000,-7.79400002,-0.74624997,185,185,100,2.000000,1.000000,225.857264,28660.000000,0.000000
-7.35424999,-7.79325001,-0.74875002,189,183,79,2.000000,1.000000,225.857279,35104.000000,0.000000
-7.34875000,-7.79949998,-0.74900001,125,127,58,2.000000,1.000000,225.918924,35170.000000,0.000000
-7.34900001,-7.79949998,-0.74624997,158,153,63,2.000000,1.000000,225.918924,29337.000000,0.000000
-7.35174999,-7.79549997,-0.74750000,131,113,43,2.000000,1.000000,225.877817,37529.000000,0.000000
-7.34799999,-7.79599999,-0.74700003,142,132,69,2.000000,1.000000,225.898371,36743.000000,0.000000
-7.36600000,-7.78724997,-0.75725000,159,149,60,3.000000,1.000000,225.775080,33619.000000,0.000000
-7.36625001,-7.78724997,-0.75449996,123,113,17,3.000000,1.000000,225.775080,30386.000000,0.000000
-7.36199999,-7.78799998,-0.75599998,132,124,32,3.000000,1.000000,225.795633,36502.000000,0.000000
-7.36850000,-7.78600000,-0.75650006,118,109,19,3.000000,1.000000,225.754526,29119.000000,0.000000
-7.36725000,-7.78200000,-0.75525003,137,115,37,2.000000,1.000000,225.733988,15313.000000,0.000000
-7.36625001,-7.78699999,-0.75175004,133,127,34,2.000000,1.000000,225.775080,25056.000000,0.000000
-7.36199999,-7.78825002,-0.75325006,176,169,87,2.000000,1.000000,225.795633,32002.000000,0.000000
-7.36375001,-7.78900002,-0.75075000,188,188,102,2.000000,1.000000,225.795618,28900.000000,0.000000
-7.36524999,-7.78400003,-0.75000005,137,132,43,2.000000,1.000000,225.754526,13806.000000,0.000000
-7.36449999,-7.78374999,-0.75274997,128,112,24,2.000000,1.000000,225.754526,24881.000000,0.000000
-7.36425001,-7.78925001,-0.74824994,150,156,69,2.000000,1.000000,225.795618,20949.000000,0.000000
-7.36250001,-7.78525000,-0.74824994,144,140,60,2.000000,1.000000,225.775064,16361.000000,0.000000
-7.35249999,-7.79575001,-0.74500006,169,136,35,2.000000,1.000000,225.877817,32876.000000,0.000000
-7.35025001,-7.79699998,-0.74449997,204,189,89,2.000000,1.000000,225.898371,30277.000000,0.000000
-7.35200000,-7.79549997,-0.74200004,163,145,36,2.000000,1.000000,225.877817,19354.000000,0.000000
-7.35225001,-7.79199999,-0.74250000,137,154,79,2.000000,1.000000,225.857264,15815.000000,0.000000
-7.35249999,-7.78900002,-0.74375003,140,140,70,2.000000,1.000000,225.836710,12495.000000,0.000000
-7.38150001,-7.77450000,-0.77350002,89,80,9,3.000000,1.000000,225.631250,32330.000000,0.000000
-7.38049999,-7.77049999,-0.77325004,122,105,25,2.000000,1.000000,225.610697,18699.000000,0.000000
-7.37875000,-7.77275001,-0.77000003,86,77,11,2.000000,1.000000,225.631250,29141.000000,0.000000
-7.37775001,-7.76925003,-0.76975005,145,135,65,2.000000,1.000000,225.610697,11556.000000,0.000000
-7.37575001,-7.77399998,-0.77000003,98,89,21,2.000000,1.000000,225.651804,35607.000000,0.000000
-7.37500000,-7.77375000,-0.76700001,137,132,49,2.000000,1.000000,225.651789,28595.000000,0.000000
-7.37400001,-7.77049999,-0.76624995,119,113,31,2.000000,1.000000,225.631250,23461.000000,0.000000
-7.36774999,-7.76999997,-0.75974994,155,148,86,2.000000,1.000000,225.651789,11621.000000,0.000000
-7.25174999,-7.82974999,-0.71674996,171,166,136,2.000000,1.000000,226.473764,19660.000000,0.000000
-7.25099999,-7.82625001,-0.71699994,145,140,100,2.000000,1.000000,226.453211,16121.000000,0.000000
-7.30250001,-7.95149999,-0.71149998,118,109,51,2.000000,1.000000,227.090235,14221.000000,0.000000
-7.30300000,-7.94824999,-0.71275001,99,87,22,2.000000,1.000000,227.069681,30866.000000,0.000000
-7.31024999,-7.94625001,-0.71024995,125,111,50,3.000000,1.000000,227.028574,19092.000000,0.000000
-7.31549999,-7.94574999,-0.70874994,142,139,71,3.000000,1.000000,227.008020,13390.000000,0.000000
-7.30399999,-7.94625001,-0.71250003,114,99,39,3.000000,1.000000,227.049128,26541.000000,0.000000
-7.27849999,-7.85925000,-0.70999997,78,80,50,2.000000,1.000000,226.576487,15182.000000,0.000000
-7.27074999,-7.85825001,-0.71324997,119,118,90,2.000000,1.000000,226.597040,11599.000000,0.000000
