//X,Y,Z,R,G,B,NumberOfReturns,ReturnNumber,GpsTime,Intensity,Classification
4474
-7.40325001,-7.82450001,-0.81374996,80,89,65,3.000000,1.000000,217.007837,15116.000000,0.000000
-7.39850000,-7.81950002,-0.81750005,101,109,93,2.000000,1.000000,216.966745,28857.000000,0.000000
-7.39850000,-7.82074999,-0.81475001,101,111,96,3.000000,1.000000,216.966730,30998.000000,0.000000
-7.39574999,-7.82074999,-0.81524997,83,91,78,2.000000,1.000000,216.946192,34515.000000,0.000000
-7.40325001,-7.82399999,-0.81125002,81,89,63,3.000000,1.000000,217.007837,15750.000000,0.000000
-7.40300000,-7.82275002,-0.80899995,86,94,67,2.000000,1.000000,217.007822,13369.000000,0.000000
-7.40099999,-7.82450001,-0.81125002,71,81,58,3.000000,1.000000,216.987284,21976.000000,0.000000
-7.39850000,-7.82174998,-0.81174999,75,86,70,3.000000,1.000000,216.966730,31653.000000,0.000000
-7.40099999,-7.82450001,-0.80874997,70,80,57,3.000000,1.000000,216.987284,23155.000000,0.000000
-7.39850000,-7.81849997,-0.81000000,80,92,73,3.000000,1.000000,216.966730,31850.000000,0.000000
-7.39600000,-7.81950002,-0.81049996,86,97,81,2.000000,1.000000,216.946176,36371.000000,0.000000
-7.40099999,-7.82249998,-0.80674999,73,83,59,3.000000,1.000000,216.987268,15597.000000,0.000000
-7.39600000,-7.82300000,-0.80475002,65,77,56,3.000000,1.000000,216.946176,27961.000000,0.000000
-7.39850000,-7.82074999,-0.80699997,93,105,82,3.000000,1.000000,216.966730,28769.000000,0.000000
-7.39574999,-7.82074999,-0.80775004,71,82,65,2.000000,1.000000,216.946176,35585.000000,0.000000
-7.38874999,-7.81900000,-0.82049995,117,121,107,3.000000,1.000000,216.884546,25842.000000,0.000000
-7.38675001,-7.81800001,-0.81999999,103,106,92,3.000000,1.000000,216.863993,15160.000000,0.000000
-7.38675001,-7.81849997,-0.81724995,131,135,120,2.000000,1.000000,216.863993,17759.000000,0.000000
-7.39375001,-7.82125001,-0.80975001,65,74,57,2.000000,1.000000,216.925623,38905.000000,0.000000
-7.39375001,-7.82149999,-0.80724996,62,73,56,1.000000,1.000000,216.925623,37595.000000,0.000000
-7.39150000,-7.81950002,-0.80750006,66,75,58,2.000000,1.000000,216.905069,39430.000000,0.000000
-7.39399999,-7.81900000,-0.80500000,69,80,63,2.000000,1.000000,216.925623,29359.000000,0.000000
-7.39124999,-7.81749999,-0.80524998,64,72,55,2.000000,1.000000,216.905069,31522.000000,0.000000
-7.38874999,-7.81749999,-0.80574995,58,70,52,2.000000,1.000000,216.884516,37398.000000,0.000000
-7.37924999,-7.82125001,-0.81199997,77,83,62,2.000000,1.000000,216.802332,21757.000000,0.000000
-7.39625001,-7.82950001,-0.80074995,80,93,71,2.000000,1.000000,216.946161,12975.000000,0.000000
-7.39875001,-7.82574998,-0.80349999,88,100,76,3.000000,1.000000,216.966715,16252.000000,0.000000
-7.39425001,-7.82824998,-0.80049997,76,90,65,2.000000,1.000000,216.925623,17497.000000,0.000000
-7.39574999,-7.82324999,-0.79699998,63,74,58,2.000000,1.000000,216.946161,10136.000000,0.000000
-7.39375001,-7.81775003,-0.80024999,81,93,74,2.000000,1.000000,216.925623,21517.000000,0.000000
-7.39124999,-7.81875001,-0.80000000,69,79,61,2.000000,1.000000,216.905069,33641.000000,0.000000
-7.39375001,-7.82074999,-0.79724997,55,64,49,3.000000,1.000000,216.925608,19704.000000,0.000000
-7.38900000,-7.82950001,-0.79049998,72,80,65,2.000000,1.000000,216.884500,11730.000000,0.000000
-7.38675001,-7.82525002,-0.79049998,86,95,79,2.000000,1.000000,216.863962,21910.000000,0.000000
-7.38675001,-7.82324999,-0.79350000,79,90,70,2.000000,1.000000,216.863962,26148.000000,0.000000
-7.39124999,-7.81800001,-0.79500001,63,72,56,2.000000,1.000000,216.905054,18808.000000,0.000000
-7.38850001,-7.82074999,-0.79500001,60,69,51,2.000000,1.000000,216.884516,24335.000000,0.000000
-7.38400000,-7.82074999,-0.79424994,78,90,68,1.000000,1.000000,216.843409,36721.000000,0.000000
-7.38400000,-7.82200002,-0.79125004,105,114,96,2.000000,1.000000,216.843409,36022.000000,0.000000
-7.38150001,-7.82300000,-0.79199999,70,78,63,1.000000,1.000000,216.822855,38206.000000,0.000000
-7.37950000,-7.82450001,-0.79125004,102,111,94,1.000000,1.000000,216.802301,37791.000000,0.000000
-7.37950000,-7.82399999,-0.78874999,95,104,87,2.000000,1.000000,216.802301,36655.000000,0.000000
-7.38125000,-7.82099997,-0.78975003,87,95,82,2.000000,1.000000,216.822855,37376.000000,0.000000
-7.38374999,-7.81999998,-0.78924995,90,98,84,2.000000,1.000000,216.843409,33597.000000,0.000000
-7.36750001,-7.83375000,-0.80874997,102,125,78,2.000000,1.000000,216.699579,20927.000000,0.000000
-7.36574999,-7.83875000,-0.80750006,108,132,84,2.000000,1.000000,216.679026,14701.000000,0.000000
-7.36574999,-7.83824997,-0.80500000,112,134,83,2.000000,1.000000,216.679026,23527.000000,0.000000
-7.37474999,-7.83025002,-0.81349998,82,93,62,2.000000,1.000000,216.761240,17257.000000,0.000000
-7.37274999,-7.83050000,-0.81349998,83,97,62,2.000000,1.000000,216.740686,18437.000000,0.000000
-7.37724999,-7.82674997,-0.81374996,92,97,74,2.000000,1.000000,216.781778,18087.000000,0.000000
-7.37000001,-7.82674997,-0.81450003,97,117,75,3.000000,1.000000,216.720133,13543.000000,0.000000
-7.37450001,-7.82475000,-0.81224995,104,115,81,3.000000,1.000000,216.761225,27087.000000,0.000000
-7.37000001,-7.82724999,-0.81174999,94,115,71,2.000000,1.000000,216.720133,24400.000000,0.000000
-7.37250000,-7.82724999,-0.80925005,101,115,79,2.000000,1.000000,216.740686,35039.000000,0.000000
-7.37000001,-7.82800000,-0.80899995,106,124,80,2.000000,1.000000,216.720133,30910.000000,0.000000
-7.36750001,-7.83025002,-0.80724996,110,130,82,2.000000,1.000000,216.699579,27546.000000,0.000000
-7.36974999,-7.82674997,-0.80699997,110,126,83,2.000000,1.000000,216.720133,34646.000000,0.000000
-7.37700001,-7.82450001,-0.81174999,89,98,71,3.000000,1.000000,216.781778,26781.000000,0.000000
-7.37450001,-7.82450001,-0.80975001,86,97,64,3.000000,1.000000,216.761225,36437.000000,0.000000
-7.37674999,-7.82099997,-0.81000000,71,79,54,2.000000,1.000000,216.781778,33335.000000,0.000000
-7.37224999,-7.82424997,-0.81224995,100,116,78,2.000000,1.000000,216.740686,28704.000000,0.000000
-7.38700000,-7.82925003,-0.78724998,93,99,85,2.000000,1.000000,216.863947,22434.000000,0.000000
-7.38700000,-7.83200001,-0.78424995,95,101,88,2.000000,1.000000,216.863947,13937.000000,0.000000
-7.37950000,-7.82649999,-0.78325003,123,132,115,2.000000,1.000000,216.802301,23417.000000,0.000000
-7.38374999,-7.82099997,-0.78650003,80,87,74,2.000000,1.000000,216.843393,29621.000000,0.000000
-7.37950000,-7.82424997,-0.78625005,93,101,85,2.000000,1.000000,216.802301,32527.000000,0.000000
-7.38125000,-7.81975000,-0.78749996,88,96,83,2.000000,1.000000,216.822855,34689.000000,0.000000
-7.38125000,-7.82300000,-0.78450006,104,112,97,2.000000,1.000000,216.822840,28376.000000,0.000000
-7.39574999,-7.81599998,-0.81374996,93,103,89,2.000000,1.000000,216.946176,34340.000000,0.000000
-7.38874999,-7.81650000,-0.81849998,124,128,114,2.000000,1.000000,216.884546,28027.000000,0.000000
-7.39124999,-7.81674998,-0.79800003,57,66,48,2.000000,1.000000,216.905069,30910.000000,0.000000
-7.38249999,-7.78974997,-0.77274995,52,61,43,2.000000,1.000000,216.843378,28922.000000,0.000000
-7.38549999,-7.79900002,-0.77074998,48,59,43,3.000000,1.000000,216.863916,13958.000000,0.000000
-7.38525000,-7.79100000,-0.77000003,63,72,53,2.000000,1.000000,216.863916,17541.000000,0.000000
-7.38000000,-7.78874998,-0.77150004,74,84,60,2.000000,1.000000,216.822824,33269.000000,0.000000
-7.38249999,-7.78874998,-0.77050000,73,82,61,2.000000,1.000000,216.843363,30036.000000,0.000000
-7.37975001,-7.78675001,-0.76924997,93,111,67,2.000000,1.000000,216.822809,33291.000000,0.000000
-7.38499999,-7.78850000,-0.76800006,76,92,63,2.000000,1.000000,216.863916,18655.000000,0.000000
-7.37975001,-7.78525000,-0.76700001,99,121,75,2.000000,1.000000,216.822809,33422.000000,0.000000
-7.38225001,-7.78600000,-0.76599997,86,109,68,2.000000,1.000000,216.843363,28245.000000,0.000000
-7.38249999,-7.78825002,-0.76299994,95,116,74,2.000000,1.000000,216.843363,18371.000000,0.000000
-7.37975001,-7.78549998,-0.76449996,102,128,80,2.000000,1.000000,216.822809,28988.000000,0.000000
-7.37975001,-7.79199999,-0.76050001,101,129,80,3.000000,1.000000,216.822809,23483.000000,0.000000
-7.37975001,-7.79150002,-0.75799995,91,117,69,3.000000,1.000000,216.822794,14046.000000,0.000000
-7.37775001,-7.78900002,-0.77074998,85,95,70,2.000000,1.000000,216.802271,35891.000000,0.000000
-7.37525001,-7.78775000,-0.76899999,88,108,66,1.000000,1.000000,216.781717,39932.000000,0.000000
-7.37525001,-7.79075002,-0.76574998,98,121,75,1.000000,1.000000,216.781717,38316.000000,0.000000
-7.37274999,-7.79100000,-0.76624995,87,107,72,1.000000,1.000000,216.761164,39954.000000,0.000000
-7.37775001,-7.78750001,-0.76850002,93,115,68,2.000000,1.000000,216.802271,36044.000000,0.000000
-7.37775001,-7.78724997,-0.76599997,98,123,73,2.000000,1.000000,216.802256,35498.000000,0.000000
-7.36524999,-7.79425000,-0.75675004,74,90,63,1.000000,1.000000,216.699503,39430.000000,0.000000
-7.37525001,-7.78900002,-0.76350003,96,124,73,2.000000,1.000000,216.781702,37354.000000,0.000000
-7.37500000,-7.78724997,-0.76150005,95,124,71,2.000000,1.000000,216.781702,34755.000000,0.000000
-7.37250000,-7.78775000,-0.76449996,90,115,73,1.000000,1.000000,216.761164,37901.000000,0.000000
-7.37224999,-7.78624999,-0.76225000,88,116,69,2.000000,1.000000,216.761148,37398.000000,0.000000
-7.37775001,-7.78900002,-0.75799995,102,127,76,3.000000,1.000000,216.802256,23374.000000,0.000000
-7.37250000,-7.78675001,-0.75949996,83,111,63,2.000000,1.000000,216.761148,36066.000000,0.000000
-7.37224999,-7.78624999,-0.75700002,88,114,66,3.000000,1.000000,216.761148,32243.000000,0.000000
-7.37050000,-7.78799998,-0.76175004,75,97,61,2.000000,1.000000,216.740610,39670.000000,0.000000
-7.37050000,-7.78874998,-0.75900000,80,105,64,2.000000,1.000000,216.740595,36874.000000,0.000000
-7.36800000,-7.79000001,-0.75900000,78,98,67,1.000000,1.000000,216.720056,39583.000000,0.000000
-7.38225001,-7.78425001,-0.76899999,84,105,70,2.000000,1.000000,216.843363,29687.000000,0.000000
-7.37750000,-7.78350001,-0.76424997,102,130,78,2.000000,1.000000,216.802256,32505.000000,0.000000
-7.37750000,-7.78299998,-0.76175004,107,135,83,3.000000,1.000000,216.802256,28027.000000,0.000000
-7.37474999,-7.78425001,-0.75949996,89,116,65,3.000000,1.000000,216.781702,32527.000000,0.000000
-7.37474999,-7.78400003,-0.75700002,98,122,70,3.000000,1.000000,216.781702,27633.000000,0.000000
-7.31400001,-7.95174997,-0.70950001,93,99,87,2.000000,1.000000,216.185724,32680.000000,0.000000
-7.31850001,-7.95025002,-0.70925003,101,107,97,2.000000,1.000000,216.226816,34755.000000,0.000000
-7.31599999,-7.94875001,-0.71024995,93,99,88,2.000000,1.000000,216.206278,35301.000000,0.000000
-7.31150001,-7.94749998,-0.71050005,100,106,92,2.000000,1.000000,216.165171,30167.000000,0.000000
-7.32124999,-7.95350002,-0.70625000,85,93,77,2.000000,1.000000,216.247370,23352.000000,0.000000
-7.31150001,-7.95275002,-0.70699995,105,112,95,2.000000,1.000000,216.165171,24051.000000,0.000000
-7.31625000,-7.95499997,-0.70425003,91,97,85,2.000000,1.000000,216.206263,19354.000000,0.000000
-7.31175000,-7.95474999,-0.70400005,98,107,87,2.000000,1.000000,216.165171,13281.000000,0.000000
-7.31850001,-7.95050000,-0.70674997,86,93,80,2.000000,1.000000,216.226816,28420.000000,0.000000
-7.31599999,-7.94824999,-0.70800000,95,101,90,2.000000,1.000000,216.206263,30189.000000,0.000000
-7.31400001,-7.94924997,-0.70750003,96,102,90,2.000000,1.000000,216.185724,25930.000000,0.000000
-7.30899999,-7.95125001,-0.71075004,101,106,88,2.000000,1.000000,216.144617,32090.000000,0.000000
-7.30475000,-7.95275002,-0.71250003,124,129,106,2.000000,1.000000,216.103525,38119.000000,0.000000
-7.30475000,-7.95474999,-0.70950001,137,140,122,2.000000,1.000000,216.103525,34318.000000,0.000000
-7.30700001,-7.95125001,-0.71050005,112,117,95,2.000000,1.000000,216.124079,29272.000000,0.000000
-7.30225000,-7.95300000,-0.71275001,103,110,80,2.000000,1.000000,216.082972,38337.000000,0.000000
-7.30199999,-7.95200001,-0.71050005,116,118,94,2.000000,1.000000,216.082972,36153.000000,0.000000
-7.30700001,-7.94975000,-0.71324997,108,110,96,2.000000,1.000000,216.124079,35454.000000,0.000000
-7.30000001,-7.94649999,-0.71100002,107,108,82,2.000000,1.000000,216.062418,32964.000000,0.000000
-7.30950001,-7.95625000,-0.70499998,116,124,100,2.000000,1.000000,216.144617,15444.000000,0.000000
-7.30724999,-7.95324998,-0.70750003,123,129,103,2.000000,1.000000,216.124063,20556.000000,0.000000
-7.30899999,-7.95125001,-0.70849996,125,130,110,2.000000,1.000000,216.144617,25930.000000,0.000000
-7.30475000,-7.95224999,-0.70775002,134,138,110,2.000000,1.000000,216.103525,23658.000000,0.000000
-7.30199999,-7.95300000,-0.70775002,140,143,111,2.000000,1.000000,216.082972,28791.000000,0.000000
-7.30000001,-7.95149999,-0.70750003,130,131,98,3.000000,1.000000,216.062418,25493.000000,0.000000
-7.32249999,-7.94249999,-0.70849996,105,114,92,2.000000,1.000000,216.267923,18153.000000,0.000000
-7.21225003,-8.11349999,-0.70699995,130,149,68,1.000000,1.000000,215.158258,39080.000000,0.000000
-7.20774999,-8.11325001,-0.70400005,158,172,72,1.000000,1.000000,215.117151,38971.000000,0.000000
-7.21000001,-8.11075001,-0.70450001,146,160,71,1.000000,1.000000,215.137705,39757.000000,0.000000
-7.21175000,-8.10925000,-0.70575004,136,154,70,1.000000,1.000000,215.158258,39779.000000,0.000000
-7.20949999,-8.10600000,-0.70324998,151,166,70,1.000000,1.000000,215.137705,40216.000000,0.000000
-7.20724997,-8.10825001,-0.70275002,159,172,65,1.000000,1.000000,215.117151,39233.000000,0.000000
-7.20500001,-8.10875001,-0.70324998,169,179,63,1.000000,1.000000,215.096598,38621.000000,0.000000
-7.20425001,-8.10350000,-0.70199996,156,167,61,1.000000,1.000000,215.096598,38753.000000,0.000000
-7.20675001,-8.10250001,-0.70149999,160,176,67,1.000000,1.000000,215.117151,39386.000000,0.000000
-7.20250002,-8.10425000,-0.70149999,161,170,67,1.000000,1.000000,215.076044,38949.000000,0.000000
-7.20425001,-8.10300001,-0.69975000,159,170,77,1.000000,1.000000,215.096598,38753.000000,0.000000
-7.20224998,-8.10175001,-0.69975000,152,157,74,1.000000,1.000000,215.076044,38621.000000,0.000000
-7.21075001,-8.10025000,-0.70499998,134,153,64,1.000000,1.000000,215.158243,40238.000000,0.000000
-7.20850000,-8.09425001,-0.70324998,148,166,64,1.000000,1.000000,215.137690,39801.000000,0.000000
-7.21225003,-8.09100001,-0.70674997,127,148,71,2.000000,1.000000,215.178797,38316.000000,0.000000
-7.20949999,-8.08775001,-0.70524996,132,151,60,2.000000,1.000000,215.158243,40151.000000,0.000000
-7.20624998,-8.09699999,-0.70049994,159,175,64,1.000000,1.000000,215.117136,38337.000000,0.000000
-7.20199999,-8.09725001,-0.69824999,150,158,76,2.000000,1.000000,215.076044,35432.000000,0.000000
-7.19950000,-8.09874999,-0.70049994,144,144,61,2.000000,1.000000,215.055490,37005.000000,0.000000
-7.20350000,-8.09400000,-0.69925004,153,169,72,2.000000,1.000000,215.096582,36634.000000,0.000000
-7.20325002,-8.09325000,-0.69699996,142,155,69,3.000000,1.000000,215.096582,31413.000000,0.000000
-7.19899997,-8.09325000,-0.69925004,139,142,67,2.000000,1.000000,215.055490,35301.000000,0.000000
-7.20525000,-8.09049999,-0.69950002,153,169,62,2.000000,1.000000,215.117136,35214.000000,0.000000
-7.20500001,-8.08825000,-0.69775002,138,155,63,3.000000,1.000000,215.117136,27590.000000,0.000000
-7.20500001,-8.08799999,-0.69524997,123,143,64,2.000000,1.000000,215.117136,16427.000000,0.000000
-7.20075002,-8.08900001,-0.69775002,149,157,83,2.000000,1.000000,215.076029,30036.000000,0.000000
-7.19799999,-8.08549999,-0.69849997,163,166,96,1.000000,1.000000,215.055490,32592.000000,0.000000
-7.19624999,-8.08875000,-0.70075005,146,150,72,2.000000,1.000000,215.034937,35476.000000,0.000000
-7.20650002,-8.07750001,-0.70225006,144,162,64,3.000000,1.000000,215.137690,32461.000000,0.000000
-7.20624998,-8.07524999,-0.70474999,147,165,59,1.000000,1.000000,215.137690,38228.000000,0.000000
-7.20774999,-8.07024999,-0.70649999,138,158,63,2.000000,1.000000,215.158243,37660.000000,0.000000
-7.20699999,-8.08175000,-0.69900005,133,151,66,3.000000,1.000000,215.137690,23483.000000,0.000000
-7.20025000,-8.08150001,-0.69699996,147,159,89,3.000000,1.000000,215.076029,24510.000000,0.000000
-7.19724998,-8.07700001,-0.69775002,155,160,93,2.000000,1.000000,215.055475,31871.000000,0.000000
-7.20250002,-8.08450001,-0.69650000,129,145,69,2.000000,1.000000,215.096582,23352.000000,0.000000
-7.20100001,-8.07250001,-0.69674998,129,149,77,2.000000,1.000000,215.096582,12429.000000,0.000000
-7.19925001,-8.07399999,-0.69600003,143,158,91,1.000000,1.000000,215.076029,19616.000000,0.000000
-7.19700000,-8.07450001,-0.69600003,141,151,83,2.000000,1.000000,215.055475,28201.000000,0.000000
-7.19700000,-8.07399999,-0.69374996,138,149,81,3.000000,1.000000,215.055475,23264.000000,0.000000
-7.19899997,-8.07074999,-0.69450002,142,159,89,2.000000,1.000000,215.076029,10551.000000,0.000000
-7.18899998,-8.08299999,-0.69775002,189,188,122,1.000000,1.000000,214.973276,38381.000000,0.000000
-7.19149998,-8.08275001,-0.69724994,169,167,106,1.000000,1.000000,214.993830,37966.000000,0.000000
-7.19525001,-8.08000000,-0.69775002,168,169,106,1.000000,1.000000,215.034937,35432.000000,0.000000
-7.18700001,-8.08200001,-0.69775002,180,181,112,1.000000,1.000000,214.952738,38971.000000,0.000000
-7.18675003,-8.08000000,-0.69575005,166,164,103,1.000000,1.000000,214.952722,38643.000000,0.000000
-7.18824998,-8.07875000,-0.69625001,191,188,137,1.000000,1.000000,214.973276,37988.000000,0.000000
-7.18850002,-8.07925000,-0.69374996,183,179,133,1.000000,1.000000,214.973276,36546.000000,0.000000
-7.18625000,-8.07700001,-0.69400006,169,161,109,1.000000,1.000000,214.952722,36852.000000,0.000000
-7.18399999,-8.07875000,-0.69625001,149,151,69,1.000000,1.000000,214.932184,39561.000000,0.000000
-7.19299999,-8.07625001,-0.69824999,169,170,111,1.000000,1.000000,215.014383,36459.000000,0.000000
-7.19450000,-8.07399999,-0.69674998,161,165,103,2.000000,1.000000,215.034922,33750.000000,0.000000
-7.19275001,-8.07524999,-0.69600003,173,176,121,1.000000,1.000000,215.014383,35083.000000,0.000000
-7.19474998,-8.07500001,-0.69425004,153,158,96,3.000000,1.000000,215.034922,29687.000000,0.000000
-7.19275001,-8.07375001,-0.69400006,157,160,105,2.000000,1.000000,215.014368,30473.000000,0.000000
-7.19074997,-8.07675000,-0.69600003,185,184,136,1.000000,1.000000,214.993830,36524.000000,0.000000
-7.18375000,-8.07524999,-0.69450002,136,130,66,1.000000,1.000000,214.932169,37879.000000,0.000000
-7.18974999,-8.06850000,-0.69549995,154,154,103,2.000000,1.000000,214.993830,32920.000000,0.000000
-7.18300000,-8.06824999,-0.69374996,133,120,79,2.000000,1.000000,214.932169,36153.000000,0.000000
-7.18474999,-8.06200000,-0.69475000,180,167,124,3.000000,1.000000,214.952722,32396.000000,0.000000
-7.18600002,-8.05600001,-0.69600003,119,109,60,2.000000,1.000000,214.973276,32068.000000,0.000000
-7.19425002,-8.04599999,-0.69699996,168,173,113,3.000000,1.000000,215.055475,14133.000000,0.000000
-7.19224998,-8.05224999,-0.69650000,160,161,104,3.000000,1.000000,215.034922,22828.000000,0.000000
-7.19125000,-7.95350002,-0.69374996,138,150,79,1.000000,1.000000,215.117090,38337.000000,0.000000
-7.19350001,-7.95025002,-0.69425004,146,163,80,2.000000,1.000000,215.137644,37464.000000,0.000000
-7.19324997,-7.94599997,-0.69750004,144,158,83,2.000000,1.000000,215.137644,34733.000000,0.000000
-7.19500002,-7.94424998,-0.69849997,150,167,78,2.000000,1.000000,215.158197,31391.000000,0.000000
-7.23650000,-7.89675002,-0.71824997,107,111,59,2.000000,1.000000,215.548655,28922.000000,0.000000
-7.23374999,-7.89750003,-0.71649998,132,132,82,2.000000,1.000000,215.528101,34580.000000,0.000000
-7.23625001,-7.89549999,-0.71600001,164,163,115,2.000000,1.000000,215.548655,30320.000000,0.000000
-7.23175001,-7.89824997,-0.71824997,127,130,75,2.000000,1.000000,215.507563,35498.000000,0.000000
-7.22924999,-7.89925002,-0.71775001,103,110,56,1.000000,1.000000,215.487009,38665.000000,0.000000
-7.22450000,-7.89850002,-0.71324997,123,128,94,1.000000,1.000000,215.445902,39473.000000,0.000000
-7.23150000,-7.89525001,-0.71625000,131,131,80,2.000000,1.000000,215.507563,36481.000000,0.000000
-7.22624999,-7.89724999,-0.71649998,102,104,65,1.000000,1.000000,215.466455,39932.000000,0.000000
-7.22624999,-7.89549999,-0.71425002,139,141,101,1.000000,1.000000,215.466455,39714.000000,0.000000
-7.22624999,-7.89625000,-0.71174996,152,157,109,1.000000,1.000000,215.466455,39452.000000,0.000000
-7.22600001,-7.89450001,-0.70974999,150,158,104,1.000000,1.000000,215.466455,38469.000000,0.000000
-7.22424999,-7.89574998,-0.71625000,98,102,68,1.000000,1.000000,215.445902,39517.000000,0.000000
-7.22375000,-7.89350002,-0.71174996,144,152,111,1.000000,1.000000,215.445902,39037.000000,0.000000
-7.23774999,-7.88674997,-0.71799999,149,149,107,2.000000,1.000000,215.569208,27153.000000,0.000000
-7.23324999,-7.89249997,-0.71499997,174,173,118,2.000000,1.000000,215.528101,33772.000000,0.000000
-7.23574999,-7.89249997,-0.71425002,187,186,132,2.000000,1.000000,215.548655,28201.000000,0.000000
-7.23300001,-7.89050000,-0.71299999,181,184,108,2.000000,1.000000,215.528101,33837.000000,0.000000
-7.23300001,-7.88999998,-0.71050005,187,193,95,2.000000,1.000000,215.528101,34711.000000,0.000000
-7.23525000,-7.88700001,-0.71275001,195,197,121,2.000000,1.000000,215.548655,27830.000000,0.000000
-7.23550001,-7.88800000,-0.71024995,192,194,108,2.000000,1.000000,215.548655,25165.000000,0.000000
-7.23750001,-7.88050001,-0.71674996,170,168,104,1.000000,1.000000,215.569208,28311.000000,0.000000
-7.23925001,-7.87800001,-0.71524995,185,184,99,2.000000,1.000000,215.589746,34405.000000,0.000000
-7.23725000,-7.87900000,-0.71450000,190,188,109,2.000000,1.000000,215.569208,28748.000000,0.000000
-7.22850001,-7.89324998,-0.71649998,123,125,79,1.000000,1.000000,215.487009,40216.000000,0.000000
-7.23124999,-7.89249997,-0.71450000,163,163,103,2.000000,1.000000,215.507547,36983.000000,0.000000
-7.22850001,-7.89175003,-0.71450000,157,160,108,1.000000,1.000000,215.487009,40020.000000,0.000000
-7.23075000,-7.88775002,-0.71299999,177,182,95,2.000000,1.000000,215.507547,36699.000000,0.000000
-7.22850001,-7.89224999,-0.71174996,174,180,108,2.000000,1.000000,215.487009,39058.000000,0.000000
-7.22850001,-7.89300000,-0.70925003,170,179,97,2.000000,1.000000,215.486994,36262.000000,0.000000
-7.23050001,-7.88725000,-0.71050005,181,188,90,2.000000,1.000000,215.507547,34755.000000,0.000000
-7.22099999,-7.89125000,-0.71474998,111,117,85,2.000000,1.000000,215.425348,37682.000000,0.000000
-7.22099999,-7.89175003,-0.71225005,130,141,104,1.000000,1.000000,215.425348,39583.000000,0.000000
-7.22375000,-7.89249997,-0.70950001,143,155,103,2.000000,1.000000,215.445902,39015.000000,0.000000
-7.22049999,-7.88749998,-0.71050005,128,142,93,1.000000,1.000000,215.425348,38905.000000,0.000000
-7.21800003,-7.88525002,-0.71375006,122,132,91,2.000000,1.000000,215.404795,36677.000000,0.000000
-7.21774998,-7.88375001,-0.71174996,121,133,85,2.000000,1.000000,215.404795,37223.000000,0.000000
-7.21774998,-7.88249998,-0.70950001,121,132,70,2.000000,1.000000,215.404795,35716.000000,0.000000
-7.22874999,-7.89525001,-0.70125001,119,131,69,3.000000,1.000000,215.486994,12364.000000,0.000000
-7.22600001,-7.89375000,-0.70225006,103,120,57,2.000000,1.000000,215.466440,21539.000000,0.000000
-7.23300001,-7.89175003,-0.70550006,151,155,77,2.000000,1.000000,215.528086,19507.000000,0.000000
-7.23249999,-7.88725000,-0.70874994,179,183,93,2.000000,1.000000,215.528101,27786.000000,0.000000
-7.23525000,-7.88525002,-0.70824998,166,167,90,2.000000,1.000000,215.548639,16886.000000,0.000000
-7.22575000,-7.89300000,-0.70750003,143,155,79,2.000000,1.000000,215.466440,36983.000000,0.000000
-7.22825000,-7.89074998,-0.70725005,145,155,79,2.000000,1.000000,215.486994,33138.000000,0.000000
-7.22575000,-7.89224999,-0.70524996,127,142,70,2.000000,1.000000,215.466440,31697.000000,0.000000
-7.23075000,-7.88875001,-0.70800000,164,170,85,2.000000,1.000000,215.507547,29337.000000,0.000000
-7.23124999,-7.89300000,-0.70450001,137,146,69,3.000000,1.000000,215.507547,23090.000000,0.000000
-7.23100001,-7.89100002,-0.70250004,133,145,75,2.000000,1.000000,215.507532,12451.000000,0.000000
-7.22825000,-7.88999998,-0.70474999,132,143,74,3.000000,1.000000,215.486994,26825.000000,0.000000
-7.22350001,-7.89025002,-0.70499998,129,141,72,2.000000,1.000000,215.445887,28726.000000,0.000000
-7.22325000,-7.88850003,-0.70775002,136,149,83,2.000000,1.000000,215.445902,34952.000000,0.000000
-7.22049999,-7.88625001,-0.70824998,137,150,87,2.000000,1.000000,215.425348,36655.000000,0.000000
-7.22350001,-7.89100002,-0.70250004,114,125,57,2.000000,1.000000,215.445887,19900.000000,0.000000
-7.22099999,-7.89050000,-0.70250004,149,154,69,2.000000,1.000000,215.425333,23090.000000,0.000000
-7.21800003,-7.88875001,-0.70349997,143,149,61,2.000000,1.000000,215.404795,22631.000000,0.000000
-7.21750000,-7.88174998,-0.70725005,131,139,59,2.000000,1.000000,215.404795,31150.000000,0.000000
-7.22049999,-7.88399999,-0.70625000,149,158,81,2.000000,1.000000,215.425348,31282.000000,0.000000
-7.21325001,-7.91425001,-0.70900004,106,119,66,2.000000,1.000000,215.343149,33095.000000,0.000000
-7.19649997,-7.93599998,-0.70225006,148,164,72,3.000000,1.000000,215.178751,22107.000000,0.000000
-7.19399998,-7.93625002,-0.70250004,141,157,73,3.000000,1.000000,215.158197,28048.000000,0.000000
-7.19799999,-7.92575001,-0.70199996,154,169,74,3.000000,1.000000,215.199289,15094.000000,0.000000
-7.19675002,-7.93825000,-0.69925004,153,169,76,3.000000,1.000000,215.178751,26519.000000,0.000000
-7.19425002,-7.93875002,-0.69724994,147,166,80,2.000000,1.000000,215.158197,34930.000000,0.000000
-7.19399998,-7.93599998,-0.69524997,137,160,74,2.000000,1.000000,215.158182,35782.000000,0.000000
-7.19549999,-7.92550003,-0.69925004,144,163,81,2.000000,1.000000,215.178736,31085.000000,0.000000
